Country,Coffee_type,Year,Production_tonnes
Liberia,Robusta,2017,960.0
Mexico,Mixed,2017,269100.0
Nepal,Arabica,2017,120.0
Nicaragua,Arabica,2017,158520.0
Nigeria,Robusta,2017,2520.0
Panama,Arabica,2017,6300.0
Sierra Leone,Robusta,2017,2280.0
Sri Lanka,Mixed,2017,2220.0
Thailand,Mixed,2017,38280.0
Togo,Robusta,2017,6900.0
Trinidad & Tobago,Robusta,2017,720.0
Uganda,Mixed,2017,275820.0
Venezuela,Arabica,2017,34320.0
Viet Nam,Mixed,2017,2005920.0
Yemen,Arabica,2017,7920.0
Angola,Mixed,2018,2520.0
Bolivia (Plurinational State of),Arabica,2018,4980.0
Brazil,Mixed,2018,3907860.0
Burundi,Mixed,2018,12240.0
Ecuador,Mixed,2018,29760.0
Indonesia,Mixed,2018,577080.0
Madagascar,Robusta,2018,22740.0
Malawi,Arabica,2018,780.0
Papua New Guinea,Mixed,2018,55800.0
Paraguay,Arabica,2018,1200.0
Peru,Arabica,2018,255780.0
Rwanda,Arabica,2018,22800.0
Timor-Leste,Arabica,2018,8340.0
Zimbabwe,Arabica,2018,600.0
Congo,Robusta,2018,180.0
Cuba,Arabica,2018,7680.0
Dominican Republic,Mixed,2018,25860.0
Haiti,Arabica,2018,20820.0
Philippines,Mixed,2018,12360.0
Tanzania,Mixed,2018,70500.0
Zambia,Arabica,2018,2040.0
Cameroon,Mixed,2018,18600.0
Central African Republic,Robusta,2018,2220.0
Colombia,Arabica,2018,831960.0
Costa Rica,Arabica,2018,85620.0
Côte d'Ivoire,Robusta,2018,130500.0
Democratic Republic of Congo,Mixed,2018,23820.0
El Salvador,Arabica,2018,45660.0
Ethiopia,Arabica,2018,450660.0
Gabon,Robusta,2018,60.0
Ghana,Robusta,2018,900.0
Guatemala,Mixed,2018,240420.0
Guinea,Robusta,2018,9180.0
Guyana,Robusta,2018,600.0
Honduras,Arabica,2018,429180.0
India,Mixed,2018,319500.0
Jamaica,Arabica,2018,1080.0
Kenya,Arabica,2018,55800.0
Lao People's Democratic Republic,Robusta,2018,38820.0
Liberia,Robusta,2018,360.0
Mexico,Mixed,2018,261060.0
Nepal,Arabica,2018,60.0
Nicaragua,Arabica,2018,172740.0
Nigeria,Robusta,2018,2520.0
Panama,Arabica,2018,7680.0
Sierra Leone,Robusta,2018,2700.0
Sri Lanka,Mixed,2018,2160.0
Thailand,Mixed,2018,28920.0
Togo,Robusta,2018,3240.0
Trinidad & Tobago,Robusta,2018,780.0
Uganda,Mixed,2018,282240.0
Venezuela,Arabica,2018,34680.0
Viet Nam,Mixed,2018,1816980.0
Yemen,Arabica,2018,5160.0
Angola,Mixed,2019,3120.0
Bolivia (Plurinational State of),Arabica,2019,4860.0
Brazil,Mixed,2019,3492660.0
Burundi,Mixed,2019,16320.0
Ecuador,Mixed,2019,33540.0
Indonesia,Mixed,2019,685980.0
Madagascar,Robusta,2019,22980.0
Malawi,Arabica,2019,960.0
Papua New Guinea,Mixed,2019,45120.0
Paraguay,Arabica,2019,1200.0
Peru,Arabica,2019,230160.0
Rwanda,Arabica,2019,20880.0
Timor-Leste,Arabica,2019,6180.0
Zimbabwe,Arabica,2019,540.0
Congo,Robusta,2019,180.0
Cuba,Arabica,2019,7800.0
Dominican Republic,Mixed,2019,24120.0
Haiti,Arabica,2019,20820.0
Philippines,Mixed,2019,18420.0
Tanzania,Mixed,2019,55560.0
Zambia,Arabica,2019,900.0
Cameroon,Mixed,2019,16080.0
Central African Republic,Robusta,2019,3300.0
Colombia,Arabica,2019,846000.0
Costa Rica,Arabica,2019,88320.0
Côte d'Ivoire,Robusta,2019,115740.0
Democratic Republic of Congo,Mixed,2019,23460.0
El Salvador,Arabica,2019,39660.0
Ethiopia,Arabica,2019,440580.0
Ghana,Robusta,2019,840.0
Guatemala,Mixed,2019,216360.0
Guinea,Robusta,2019,10680.0
Guyana,Robusta,2019,600.0
Honduras,Arabica,2019,355860.0
India,Mixed,2019,299280.0
Jamaica,Arabica,2019,1380.0
Kenya,Arabica,2019,50640.0
Lao People's Democratic Republic,Robusta,2019,37320.0
Liberia,Robusta,2019,360.0
Mexico,Mixed,2019,239100.0
Nepal,Arabica,2019,60.0
Nicaragua,Arabica,2019,172920.0
Nigeria,Robusta,2019,2520.0
Panama,Arabica,2019,6840.0
Sierra Leone,Robusta,2019,2400.0
Sri Lanka,Mixed,2019,2160.0
Thailand,Mixed,2019,31020.0
Togo,Robusta,2019,2460.0
Trinidad & Tobago,Robusta,2019,720.0
Uganda,Mixed,2019,330540.0
Venezuela,Arabica,2019,39000.0
Viet Nam,Mixed,2019,1829220.0
Yemen,Arabica,2019,5460.0
